MONTH_END_DATE,PRIMARY_PLAN_TYPE,COUNTRY_CODE,Monthly Active Users
2022-04-30,Free,MF,232
2022-04-30,Free,MF,201
2022-04-30,Unknown,MF,0
2022-05-31,Canva Pro,MF,48
2022-05-31,Canva Pro,MF,46
2022-05-31,Canva Pro,MF,59
2022-05-31,Canva Pro - NFP,MF,2
2022-05-31,Education,MF,1
2022-05-31,Free,MF,155
2022-05-31,Free,MF,201
2022-06-30,Canva Pro,MF,57
2022-06-30,Canva Pro,MF,58
2022-06-30,Canva Pro,MF,58
2022-06-30,Education,MF,1
2022-06-30,Enterprise,MF,1
2022-06-30,Free,MF,157
2022-07-31,Canva Pro,MF,58
2022-07-31,Free,MF,157
2022-08-31,Canva Pro,MF,48
2022-08-31,Free,MF,201
2022-09-30,Canva Pro,MF,57
2022-09-30,Canva Pro,MF,48
2022-09-30,Canva Pro,MF,58
2022-09-30,Canva Pro - NFP,MF,2
2022-09-30,Education,MF,5
2022-09-30,Education,MF,4
2022-09-30,Free,MF,307
2022-10-31,Canva for Teams,MF,7
2022-10-31,Canva Pro,MF,46
2022-10-31,Canva Pro,MF,48
2022-10-31,Education,MF,6
2022-10-31,Unknown,MF,1
2022-11-30,Canva Pro,MF,48
2022-11-30,Canva Pro - NFP,MF,2
2022-11-30,Unknown,MF,0
2022-12-31,Canva Pro - NFP,MF,3
2022-12-31,Enterprise,MF,1
2022-12-31,Free,MF,283
2022-12-31,Free,MF,321
2023-01-31,Canva Pro,MF,65
2023-01-31,Enterprise,MF,0
2023-02-28,Canva Pro,MF,62
2023-02-28,Canva Pro - NFP,MF,3
2023-02-28,Canva Pro - NFP,MF,2
2023-02-28,Education,MF,4
2023-02-28,Unknown,MF,0
2023-02-28,Unknown,MF,0
2023-03-31,Canva Pro,MF,63
2023-03-31,Canva Pro,MF,63
2023-03-31,Canva Pro - NFP,MF,1
2023-03-31,Education,MF,5
2023-03-31,Free,MF,307
2023-03-31,Free,MF,223
2023-03-31,Free,MF,296
2023-03-31,Unknown,MF,1
2023-04-30,Canva Pro,MF,65
2023-04-30,Free,MF,283
2023-04-30,Free,MF,278
2023-05-31,Canva Pro,MF,63
2023-05-31,Canva Pro,MF,68
2023-05-31,Free,MF,309
2023-05-31,Free,MF,278
2023-06-30,Canva Pro,MF,73
2023-06-30,Canva Pro - NFP,MF,3
2023-06-30,Canva Pro - NFP,MF,3
2023-06-30,Education,MF,4
2023-06-30,Education,MF,5
2023-06-30,Education,MF,5
2023-07-31,Canva Pro,MF,84
2023-07-31,Canva Pro,MF,84
2023-07-31,Education,MF,5
2023-07-31,Free,MF,307
2023-08-31,Canva for Teams,MF,3
2023-08-31,Canva Pro - NFP,MF,2
2023-08-31,Education,MF,4
2023-08-31,Free,MF,278
2023-08-31,Free,MF,309
2023-08-31,Unknown,MF,1
2023-09-30,Canva Pro,MF,88
2023-09-30,Canva Pro,MF,83
2023-10-31,Canva for Teams,MF,0
2023-10-31,Canva Pro,MF,83
2023-10-31,Canva Pro - NFP,MF,4
2023-10-31,Free,MF,296
2023-10-31,Free,MF,223
2023-11-30,Canva Pro,MF,84
2023-11-30,Canva Pro - NFP,MF,3
2023-12-31,Canva Pro,MF,73
2023-12-31,Canva Pro - NFP,MF,6
2023-12-31,Canva Pro - NFP,MF,4
2023-12-31,Canva Pro - NFP,MF,6
2023-12-31,Free,MF,359
2023-12-31,Free,MF,387
2023-12-31,Unknown,MF,1
2024-01-31,Canva Pro,MF,73
2024-01-31,Canva Pro,MF,82
2024-01-31,Education,MF,7
2024-02-29,Canva Pro,MF,80
2024-02-29,Canva Pro - NFP,MF,3
2024-02-29,Canva Pro - NFP,MF,4
2024-02-29,Canva Pro - NFP,MF,4
2024-02-29,Education,MF,8
2024-02-29,Enterprise,MF,1
2024-02-29,Free,MF,394
2024-03-31,Canva Pro - NFP,MF,4
2024-03-31,Canva Pro - NFP,MF,5
2024-03-31,Canva Pro - NFP,MF,4
2024-03-31,Education,MF,8
2024-03-31,Education,MF,6
2024-03-31,Education,MF,7
2024-03-31,Education,MF,6
2024-04-30,Canva Pro,MF,74
2024-04-30,Canva Pro,MF,71
2024-04-30,Canva Pro - NFP,MF,4
2024-04-30,Enterprise,MF,1
2024-04-30,Free,MF,345
2024-04-30,Free,MF,270
2024-04-30,Free,MF,307
2024-04-30,Free,MF,356
2024-05-31,Canva for Teams,MF,9
2024-05-31,Canva Pro,MF,77
2024-05-31,Education,MF,5
2024-05-31,Education,MF,5
2024-05-31,Free,MF,285
2024-06-30,Canva for Teams,MF,7
2024-06-30,Canva Pro,MF,88
2024-06-30,Enterprise,MF,1
2024-06-30,Free,MF,270
2024-07-31,Canva for Teams,MF,6
2024-07-31,Canva for Teams,MF,8
2024-07-31,Canva Pro,MF,82
2024-07-31,Unknown,MF,1
2024-08-31,Canva Pro,MF,64
2024-08-31,Canva Pro,MF,72
2024-08-31,Canva Pro - NFP,MF,4
2024-08-31,Canva Pro - NFP,MF,5
2024-08-31,Canva Pro - NFP,MF,4
2024-08-31,Education,MF,10
2024-08-31,Education,MF,10
2024-08-31,Education,MF,10
2024-09-30,Canva Pro,MF,64
2024-09-30,Education,MF,10
2024-09-30,Education,MF,10
2024-09-30,Free,MF,387
2024-09-30,Free,MF,327
2024-10-31,Canva Pro,MF,72
2024-11-30,Canva Pro,MF,61
2024-11-30,Education,MF,10
2024-11-30,Free,MF,330
2024-11-30,Free,MF,356
2024-12-31,Canva for Teams,MF,17
2024-12-31,Canva Pro,MF,64
2024-12-31,Education,MF,9
2024-12-31,Education,MF,10
2024-12-31,Free,MF,327
2024-12-31,Unknown,MF,1
2020-01-31,Canva Pro - NFP,MG,5
2020-01-31,Canva Pro - NFP,MG,3
2020-01-31,Education,MG,12
2020-01-31,Unknown,MG,1
2020-02-29,Canva Pro - NFP,MG,2
2020-02-29,Domain,MG,1
2020-02-29,Enterprise,MG,5
2020-02-29,Free,MG,1782
2020-03-31,Canva Pro - NFP,MG,4
2020-03-31,Education,MG,1
2020-03-31,Unknown,MG,0
2020-03-31,Unknown,MG,1
2020-04-30,Enterprise,MG,0
2020-04-30,Free,MG,2150
2020-04-30,Unknown,MG,1
2020-04-30,Unknown,MG,1
2020-04-30,Unknown,MG,2
2020-05-31,Canva Pro,MG,43
2020-05-31,Canva Pro,MG,41
2020-05-31,Education,MG,2
2020-05-31,Free,MG,2150
2020-06-30,Domain,MG,0
2020-07-31,Education,MG,1
2020-08-31,Canva Pro,MG,90
2020-08-31,Free,MG,1782
2020-09-30,Canva Pro - NFP,MG,4
2020-09-30,Canva Pro - NFP,MG,2
2020-09-30,Canva Pro - NFP,MG,2
2020-09-30,Education,MG,8
2020-09-30,Free,MG,3182
2020-09-30,Free,MG,3796
2020-10-31,Canva Pro,MG,111
2020-10-31,Canva Pro - NFP,MG,5
2020-10-31,Domain,MG,1
2020-10-31,Free,MG,2831
2020-11-30,Canva for Teams,MG,72
2020-11-30,Canva Pro - NFP,MG,3
2020-11-30,Domain,MG,1
2020-11-30,Education,MG,1
2020-12-31,Canva Pro,MG,111
2020-12-31,Canva Pro - NFP,MG,3
2020-12-31,Domain,MG,0
2020-12-31,Education,MG,2
2020-12-31,Education,MG,1
2020-12-31,Enterprise,MG,5
2020-12-31,Free,MG,3796
2021-01-31,Canva Pro,MG,43
2021-01-31,Canva Pro - NFP,MG,11
2021-01-31,Canva Pro - NFP,MG,8
2021-02-28,Canva Pro,MG,182
2021-02-28,Canva Pro,MG,166
2021-02-28,Canva Pro - NFP,MG,8
2021-02-28,Domain,MG,2
2021-02-28,Education,MG,6
2021-02-28,Unknown,MG,2
2021-02-28,Unknown,MG,1
2021-03-31,Canva Pro,MG,153
2021-03-31,Canva Pro,MG,214
2021-03-31,Canva Pro - NFP,MG,12
2021-03-31,Domain,MG,1
2021-03-31,Free,MG,3784
2021-03-31,Unknown,MG,0
2021-04-30,Canva Pro,MG,227
2021-04-30,Canva Pro - NFP,MG,9
2021-04-30,Unknown,MG,5
2021-05-31,Education,MG,1
2021-05-31,Free,MG,3182
2021-06-30,Canva for Teams,MG,214
2021-06-30,Canva Pro,MG,214
2021-06-30,Canva Pro,MG,192
2021-06-30,Domain,MG,2
2021-06-30,Free,MG,2778
2021-06-30,Unknown,MG,1
2021-07-31,Canva Pro - NFP,MG,6
2021-07-31,Free,MG,2778
2021-08-31,Canva Pro,MG,179
2021-08-31,Canva Pro,MG,244
2021-08-31,Canva Pro,MG,227
2021-08-31,Canva Pro,MG,182
2021-08-31,Canva Pro - NFP,MG,20
2021-08-31,Education,MG,21
2021-08-31,Education,MG,10
2021-09-30,Canva for Teams,MG,175
2021-09-30,Canva Pro,MG,166
2021-09-30,Canva Pro,MG,192
2021-09-30,Canva Pro - NFP,MG,18
2021-09-30,Canva Pro - NFP,MG,27
2021-09-30,Domain,MG,1
2021-09-30,Domain,MG,0
2021-09-30,Free,MG,2831
2021-09-30,Free,MG,2995
2021-10-31,Canva Pro - NFP,MG,27
2021-10-31,Education,MG,32
2021-11-30,Canva Pro,MG,305
2021-11-30,Canva Pro - NFP,MG,18
2021-11-30,Free,MG,5018
2021-11-30,Free,MG,4955
2021-12-31,Domain,MG,2
2021-12-31,Domain,MG,4
2021-12-31,Free,MG,5857
2022-01-31,Canva Pro,MG,472
2022-01-31,Canva Pro,MG,428
2022-01-31,Canva Pro,MG,304
2022-01-31,Canva Pro,MG,305
2022-01-31,Canva Pro - NFP,MG,18
2022-01-31,Education,MG,70
2022-01-31,Enterprise,MG,1
2022-02-28,Canva Pro - NFP,MG,54
2022-02-28,Free,MG,6494
2022-03-31,Canva for Teams,MG,282
2022-03-31,Canva Pro,MG,428
2022-03-31,Canva Pro,MG,460
2022-03-31,Education,MG,103
2022-03-31,Free,MG,6498
2022-04-30,Canva Pro,MG,304
2022-04-30,Canva Pro - NFP,MG,54
2022-04-30,Canva Pro - NFP,MG,52
2022-04-30,Canva Pro - NFP,MG,50
2022-04-30,Free,MG,6932
2022-05-31,Canva Pro,MG,472
2022-05-31,Education,MG,92
2022-06-30,Canva Pro - NFP,MG,50
2022-06-30,Free,MG,5018
2022-06-30,Free,MG,6932
2022-07-31,Education,MG,113
2022-07-31,Education,MG,103
2022-07-31,Unknown,MG,2
2022-07-31,Unknown,MG,1
2022-08-31,Canva for Teams,MG,584
2022-08-31,Canva Pro - NFP,MG,50
2022-08-31,Canva Pro - NFP,MG,50
2022-08-31,Free,MG,5857
2022-09-30,Canva Pro - NFP,MG,58
2022-09-30,Canva Pro - NFP,MG,77
2022-09-30,Domain,MG,0
2022-09-30,Education,MG,92
2022-09-30,Enterprise,MG,0
2022-09-30,Free,MG,13104
2022-09-30,Unknown,MG,1
2022-10-31,Canva Pro,MG,584
2022-10-31,Domain,MG,2
2022-10-31,Domain,MG,0
2022-10-31,Free,MG,9043
2022-10-31,Unknown,MG,1
2022-11-30,Canva Pro - NFP,MG,50
2022-11-30,Education,MG,175
2022-11-30,Education,MG,146
2022-11-30,Education,MG,182
2022-11-30,Free,MG,12663
2022-11-30,Free,MG,11559
2022-11-30,Unknown,MG,4
2022-12-31,Canva Pro,MG,585
2022-12-31,Canva Pro - NFP,MG,33
2022-12-31,Domain,MG,1
2022-12-31,Unknown,MG,1
2023-01-31,Canva Pro - NFP,MG,77
2023-01-31,Domain,MG,1
2023-01-31,Education,MG,133
2023-01-31,Free,MG,12166
2023-01-31,Unknown,MG,1
2023-02-28,Canva Pro,MG,781
2023-02-28,Canva Pro,MG,722
2023-02-28,Canva Pro,MG,781
2023-02-28,Canva Pro,MG,722
2023-02-28,Domain,MG,2
2023-02-28,Education,MG,140
2023-03-31,Canva Pro,MG,819
2023-03-31,Canva Pro,MG,848
2023-03-31,Canva Pro - NFP,MG,101
2023-03-31,Free,MG,12223
2023-03-31,Unknown,MG,2
2023-04-30,Canva Pro - NFP,MG,125
2023-04-30,Domain,MG,1
2023-04-30,Education,MG,219
2023-04-30,Unknown,MG,2
2023-05-31,Canva Pro,MG,918
2023-05-31,Canva Pro,MG,918
2023-05-31,Canva Pro - NFP,MG,101
2023-05-31,Free,MG,12843
2023-05-31,Free,MG,10464
2023-06-30,Canva Pro,MG,781
2023-06-30,Unknown,MG,2
2023-07-31,Canva Pro - NFP,MG,110
2023-07-31,Education,MG,175
2023-07-31,Unknown,MG,2
2023-07-31,Unknown,MG,1
2023-08-31,Canva Pro,MG,1218
2023-08-31,Canva Pro,MG,941
2023-08-31,Unknown,MG,0
2023-08-31,Unknown,MG,1
2023-08-31,Unknown,MG,2
2023-09-30,Canva Pro - NFP,MG,151
2023-09-30,Unknown,MG,1
2023-10-31,Canva Pro,MG,1077
2023-10-31,Canva Pro,MG,882
2023-10-31,Canva Pro,MG,1077
2023-10-31,Education,MG,255
2023-10-31,Education,MG,370
2023-10-31,Unknown,MG,0
2023-11-30,Canva for Teams,MG,418
2023-11-30,Canva Pro - NFP,MG,158
2023-11-30,Canva Pro - NFP,MG,158
2023-11-30,Domain,MG,1
2023-11-30,Education,MG,370
2023-11-30,Free,MG,16710
2023-11-30,Free,MG,19026
2023-12-31,Canva for Teams,MG,512
2023-12-31,Canva Pro,MG,870
2023-12-31,Canva Pro - NFP,MG,150
2023-12-31,Education,MG,286
2023-12-31,Enterprise,MG,4
2023-12-31,Free,MG,16710
2023-12-31,Unknown,MG,3
2024-01-31,Canva Pro - NFP,MG,143
2024-01-31,Education,MG,305
2024-01-31,Education,MG,305
2024-01-31,Free,MG,19026
2024-01-31,Free,MG,19026
2024-01-31,Unknown,MG,0
2024-02-29,Canva Pro,MG,931
2024-02-29,Education,MG,260
2024-02-29,Free,MG,16710
2024-02-29,Free,MG,15119
2024-02-29,Unknown,MG,0
2024-02-29,Unknown,MG,1
2024-02-29,Unknown,MG,1
2024-03-31,Canva Pro,MG,1077
2024-03-31,Canva Pro,MG,1034
2024-03-31,Canva Pro,MG,870
2024-03-31,Canva Pro - NFP,MG,173
2024-03-31,Canva Pro - NFP,MG,168
2024-03-31,Domain,MG,0
2024-03-31,Free,MG,16268
2024-03-31,Free,MG,16268
2024-03-31,Unknown,MG,0
2024-03-31,Unknown,MG,0
2024-03-31,Unknown,MG,1
2024-04-30,Canva Pro - NFP,MG,151
2024-04-30,Education,MG,260
2024-04-30,Free,MG,22591
2024-05-31,Canva for Teams,MG,803
2024-05-31,Canva Pro - NFP,MG,168
2024-05-31,Canva Pro - NFP,MG,168
2024-05-31,Domain,MG,1
2024-05-31,Domain,MG,0
2024-05-31,Domain,MG,4
2024-05-31,Education,MG,544
2024-05-31,Free,MG,28997
2024-06-30,Canva Pro,MG,942
2024-06-30,Canva Pro,MG,914
2024-06-30,Canva Pro - NFP,MG,160
2024-06-30,Canva Pro - NFP,MG,150
2024-06-30,Canva Pro - NFP,MG,169
2024-06-30,Domain,MG,1
2024-06-30,Free,MG,26168
2024-06-30,Unknown,MG,1
2024-07-31,Canva Pro,MG,970
2024-07-31,Canva Pro - NFP,MG,159
2024-07-31,Canva Pro - NFP,MG,150
2024-07-31,Education,MG,707
2024-07-31,Free,MG,21441
2024-07-31,Free,MG,27814
2024-07-31,Unknown,MG,1
2024-08-31,Canva Pro,MG,577
2024-08-31,Canva Pro,MG,808
2024-08-31,Canva Pro,MG,808
2024-08-31,Canva Pro - NFP,MG,207
2024-08-31,Canva Pro - NFP,MG,175
2024-08-31,Canva Pro - NFP,MG,215
2024-08-31,Domain,MG,1
2024-08-31,Domain,MG,1
2024-08-31,Domain,MG,1
2024-08-31,Domain,MG,5
2024-08-31,Education,MG,975
2024-08-31,Education,MG,975
2024-08-31,Education,MG,867
2024-08-31,Unknown,MG,1
2024-09-30,Canva Pro,MG,578
2024-09-30,Canva Pro,MG,602
2024-09-30,Canva Pro - NFP,MG,215
2024-09-30,Domain,MG,0
2024-09-30,Education,MG,544
2024-09-30,Enterprise,MG,5
2024-09-30,Free,MG,28997
2024-09-30,Unknown,MG,1
2024-09-30,Unknown,MG,1
2024-10-31,Canva for Teams,MG,873
2024-10-31,Canva Pro,MG,602
2024-10-31,Canva Pro,MG,808
2024-10-31,Canva Pro - NFP,MG,205
2024-10-31,Domain,MG,4
2024-10-31,Education,MG,544
2024-10-31,Free,MG,28997
2024-10-31,Free,MG,26168
2024-10-31,Unknown,MG,1
2024-11-30,Canva Pro,MG,602
2024-11-30,Canva Pro - NFP,MG,193
2024-11-30,Canva Pro - NFP,MG,175
2024-11-30,Canva Pro - NFP,MG,215
2024-11-30,Education,MG,1117
2024-11-30,Education,MG,867
2024-11-30,Unknown,MG,1
2024-11-30,Unknown,MG,4
2024-12-31,Canva Pro,MG,808
2024-12-31,Canva Pro,MG,602
2024-12-31,Canva Pro - NFP,MG,193
2024-12-31,Domain,MG,1
2024-12-31,Domain,MG,0
2024-12-31,Domain,MG,0
2024-12-31,Education,MG,975
2024-12-31,Enterprise,MG,5
2024-12-31,Enterprise,MG,3
2024-12-31,Free,MG,21441
2020-01-31,Canva for Teams,MH,1
2020-02-29,Free,MH,27
2020-02-29,Free,MH,28
2020-03-31,Education,MH,0
2020-04-30,Canva Pro,MH,4
2020-05-31,Canva Pro,MH,2
2020-05-31,Canva Pro,MH,2
2020-05-31,Education,MH,0
2020-05-31,Free,MH,23
2020-05-31,Free,MH,37
2020-05-31,Free,MH,35
2020-06-30,Canva for Teams,MH,1
2020-06-30,Canva for Teams,MH,0
2020-06-30,Canva Pro - NFP,MH,1
2020-06-30,Canva Pro - NFP,MH,1
2020-06-30,Free,MH,23
2020-07-31,Canva Pro,MH,4
2020-07-31,Education,MH,0
2020-09-30,Canva Pro,MH,4
2020-09-30,Canva Pro,MH,2
2020-09-30,Education,MH,0
2020-09-30,Free,MH,40
2020-10-31,Free,MH,40
2020-10-31,Free,MH,23
2020-11-30,Canva Pro,MH,4
2020-11-30,Education,MH,0
2020-11-30,Free,MH,36
2020-12-31,Canva Pro,MH,4
2020-12-31,Canva Pro,MH,4
2020-12-31,Canva Pro,MH,1
2020-12-31,Free,MH,24
2020-12-31,Free,MH,29
2021-01-31,Canva Pro - NFP,MH,1
2021-01-31,Free,MH,35
2021-02-28,Canva Pro,MH,6
2021-02-28,Canva Pro - NFP,MH,1
2021-02-28,Canva Pro - NFP,MH,1
2021-02-28,Education,MH,1
2021-03-31,Canva Pro - NFP,MH,1
2021-03-31,Education,MH,0
2021-03-31,Free,MH,44
2021-03-31,Free,MH,51
2021-04-30,Canva Pro,MH,7
2021-04-30,Canva Pro - NFP,MH,1
2021-04-30,Education,MH,0
2021-05-31,Free,MH,46
2021-06-30,Canva Pro - NFP,MH,1
2021-06-30,Education,MH,0
2021-06-30,Free,MH,43
2021-06-30,Free,MH,69
2021-06-30,Free,MH,52
2021-07-31,Canva for Teams,MH,0
2021-07-31,Education,MH,0
2021-07-31,Education,MH,1
2021-07-31,Free,MH,55
2021-08-31,Canva for Teams,MH,0
2021-08-31,Canva Pro,MH,7
2021-08-31,Canva Pro,MH,7
2021-08-31,Enterprise,MH,1
2021-08-31,Free,MH,51
2021-08-31,Free,MH,55
2021-09-30,Canva Pro - NFP,MH,1
2021-09-30,Canva Pro - NFP,MH,1
2021-09-30,Education,MH,1
2021-10-31,Education,MH,1
2021-10-31,Free,MH,52
2021-11-30,Canva Pro - NFP,MH,1
2021-11-30,Canva Pro - NFP,MH,1
2021-11-30,Education,MH,1
2021-12-31,Canva for Teams,MH,0
2021-12-31,Canva Pro,MH,14
2021-12-31,Free,MH,44
2022-01-31,Canva Pro,MH,16
2022-01-31,Canva Pro - NFP,MH,1
2022-01-31,Education,MH,0
2022-01-31,Education,MH,1
2022-01-31,Free,MH,49
2022-02-28,Canva Pro,MH,14
2022-02-28,Canva Pro,MH,16
2022-02-28,Canva Pro - NFP,MH,2
2022-02-28,Canva Pro - NFP,MH,1
2022-02-28,Free,MH,82
2022-03-31,Canva Pro,MH,16
2022-03-31,Free,MH,62
2022-04-30,Free,MH,66
2022-04-30,Free,MH,62
2022-05-31,Canva Pro,MH,20
2022-05-31,Canva Pro - NFP,MH,2
2022-05-31,Canva Pro - NFP,MH,1
2022-05-31,Enterprise,MH,1
2022-05-31,Free,MH,82
2022-06-30,Canva for Teams,MH,2
2022-06-30,Canva Pro,MH,19
2022-06-30,Canva Pro,MH,21
2022-06-30,Canva Pro - NFP,MH,0
2022-07-31,Education,MH,2
2022-08-31,Canva for Teams,MH,1
2022-08-31,Canva Pro,MH,18
2022-08-31,Canva Pro - NFP,MH,2
2022-08-31,Canva Pro - NFP,MH,1
2022-09-30,Canva for Teams,MH,1
2022-09-30,Canva for Teams,MH,1
2022-09-30,Canva Pro,MH,19
2022-09-30,Canva Pro,MH,18
2022-09-30,Canva Pro,MH,22
2022-09-30,Canva Pro - NFP,MH,1
2022-09-30,Free,MH,83
2022-10-31,Canva Pro,MH,21
2022-10-31,Canva Pro - NFP,MH,1
2022-11-30,Canva Pro,MH,22
2022-11-30,Canva Pro,MH,25
2022-11-30,Education,MH,1
2022-12-31,Canva Pro,MH,23
2022-12-31,Education,MH,3
2023-01-31,Canva Pro,MH,25
2023-01-31,Canva Pro - NFP,MH,1
2023-01-31,Canva Pro - NFP,MH,1
2023-02-28,Free,MH,102
2023-02-28,Free,MH,114
2023-03-31,Canva Pro,MH,23
2023-03-31,Free,MH,133
2023-03-31,Free,MH,138
2023-03-31,Free,MH,134
2023-04-30,Canva Pro,MH,29
2023-04-30,Canva Pro - NFP,MH,1
2023-04-30,Free,MH,110
2023-05-31,Canva Pro,MH,31
2023-05-31,Canva Pro,MH,31
2023-05-31,Free,MH,150
2023-06-30,Canva for Teams,MH,2
2023-06-30,Education,MH,3
2023-06-30,Free,MH,159
2023-07-31,Canva Pro,MH,34
2023-07-31,Free,MH,133
2023-07-31,Free,MH,110
2023-08-31,Canva for Teams,MH,2
2023-08-31,Canva Pro - NFP,MH,1
2023-08-31,Canva Pro - NFP,MH,1
2023-08-31,Free,MH,119
2023-09-30,Canva Pro,MH,34
2023-09-30,Education,MH,3
2023-09-30,Free,MH,159
2023-09-30,Free,MH,110
2023-09-30,Free,MH,134
2023-10-31,Canva for Teams,MH,2
2023-10-31,Canva Pro,MH,39
2023-10-31,Canva Pro,MH,36
2023-10-31,Canva Pro - NFP,MH,1
2023-10-31,Free,MH,149
2023-11-30,Canva Pro,MH,36
2023-11-30,Canva Pro,MH,36
2023-11-30,Education,MH,4
2023-11-30,Education,MH,4
2023-11-30,Education,MH,3
2023-11-30,Enterprise,MH,1
2023-11-30,Free,MH,134
2023-11-30,Free,MH,110
2023-12-31,Education,MH,4
2023-12-31,Free,MH,120
2024-01-31,Canva Pro,MH,35
2024-01-31,Canva Pro - NFP,MH,1
2024-01-31,Education,MH,4
2024-01-31,Education,MH,2
2024-01-31,Free,MH,120
2024-02-29,Canva Pro,MH,32
2024-02-29,Canva Pro - NFP,MH,2
2024-02-29,Canva Pro - NFP,MH,1
2024-02-29,Education,MH,4
2024-02-29,Education,MH,4
2024-02-29,Education,MH,2
2024-02-29,Free,MH,133
2024-03-31,Canva Pro - NFP,MH,1
2024-03-31,Canva Pro - NFP,MH,1
2024-03-31,Education,MH,2
2024-03-31,Free,MH,148
2024-03-31,Free,MH,188
2024-04-30,Canva for Teams,MH,2
2024-04-30,Canva Pro,MH,35
2024-04-30,Canva Pro,MH,36
2024-04-30,Canva Pro - NFP,MH,0
2024-04-30,Canva Pro - NFP,MH,0
2024-04-30,Education,MH,4
2024-04-30,Education,MH,7
2024-04-30,Free,MH,229
2024-05-31,Canva Pro,MH,35
2024-05-31,Canva Pro,MH,35
2024-05-31,Education,MH,6
2024-05-31,Education,MH,7
2024-05-31,Enterprise,MH,6
2024-05-31,Free,MH,129
2024-05-31,Free,MH,132
2024-06-30,Canva for Teams,MH,5
2024-06-30,Canva for Teams,MH,7
2024-06-30,Canva Pro - NFP,MH,1
2024-06-30,Canva Pro - NFP,MH,1
2024-06-30,Education,MH,5
2024-06-30,Education,MH,4
2024-06-30,Education,MH,5
2024-06-30,Free,MH,156
2024-06-30,Free,MH,173
2024-07-31,Canva Pro,MH,41
2024-07-31,Canva Pro - NFP,MH,1
2024-07-31,Canva Pro - NFP,MH,1
2024-07-31,Canva Pro - NFP,MH,1
2024-07-31,Canva Pro - NFP,MH,1
2024-07-31,Education,MH,5
2024-07-31,Education,MH,8
2024-07-31,Free,MH,132
2024-07-31,Free,MH,132
2024-07-31,Free,MH,118
2024-08-31,Canva Pro,MH,21
2024-08-31,Canva Pro - NFP,MH,1
2024-08-31,Enterprise,MH,2
2024-08-31,Free,MH,132
2024-08-31,Free,MH,188
2024-08-31,Free,MH,160
2024-08-31,Free,MH,229
2024-09-30,Canva Pro,MH,20
2024-09-30,Canva Pro,MH,20
2024-09-30,Canva Pro - NFP,MH,1
2024-09-30,Canva Pro - NFP,MH,1
2024-09-30,Canva Pro - NFP,MH,1
2024-09-30,Canva Pro - NFP,MH,1
2024-09-30,Canva Pro - NFP,MH,1
2024-09-30,Education,MH,6
2024-09-30,Education,MH,7
2024-09-30,Free,MH,132
2024-10-31,Canva Pro,MH,29
2024-10-31,Canva Pro - NFP,MH,1
2024-10-31,Canva Pro - NFP,MH,1
2024-10-31,Education,MH,16
2024-10-31,Free,MH,129
2024-10-31,Free,MH,173
2024-11-30,Canva Pro,MH,21
2024-11-30,Canva Pro - NFP,MH,1
2024-11-30,Canva Pro - NFP,MH,1
2024-11-30,Education,MH,20
2024-11-30,Education,MH,22
2024-11-30,Free,MH,132
2024-12-31,Canva for Teams,MH,14
2024-12-31,Canva Pro,MH,29
2024-12-31,Canva Pro,MH,21
2024-12-31,Canva Pro - NFP,MH,1
2024-12-31,Education,MH,20
2020-01-31,Canva Pro,MK,121
2020-01-31,Canva Pro,MK,95
2020-01-31,Education,MK,8
2020-02-29,Domain,MK,1
2020-02-29,Education,MK,9
2020-02-29,Unknown,MK,1
2020-03-31,Canva Pro,MK,95
2020-03-31,Canva Pro,MK,151
2020-03-31,Education,MK,1
2020-03-31,Education,MK,24
2020-03-31,Education,MK,24
2020-03-31,Education,MK,2
2020-03-31,Enterprise,MK,1
2020-03-31,Free,MK,2240
2020-03-31,Free,MK,3169
2020-03-31,Free,MK,2240
2020-04-30,Education,MK,8
2020-04-30,Education,MK,9
2020-04-30,Education,MK,24
2020-04-30,Free,MK,3169
2020-04-30,Unknown,MK,2
2020-04-30,Unknown,MK,3
2020-05-31,Canva for Teams,MK,5
2020-05-31,Canva Pro - NFP,MK,6
2020-05-31,Domain,MK,3
2020-06-30,Canva Pro,MK,147
2020-06-30,Canva Pro - NFP,MK,10
2020-06-30,Domain,MK,1
2020-06-30,Education,MK,10
2020-06-30,Education,MK,9
2020-06-30,Free,MK,2240
2020-07-31,Canva Pro,MK,151
2020-07-31,Canva Pro,MK,145
2020-07-31,Canva Pro - NFP,MK,9
2020-07-31,Domain,MK,0
2020-07-31,Domain,MK,1
2020-07-31,Education,MK,1
2020-07-31,Enterprise,MK,0
2020-07-31,Free,MK,2240
2020-07-31,Unknown,MK,3
2020-08-31,Canva Pro,MK,144
2020-08-31,Canva Pro - NFP,MK,8
2020-08-31,Canva Pro - NFP,MK,10
2020-08-31,Canva Pro - NFP,MK,12
2020-08-31,Education,MK,2
2020-08-31,Free,MK,2240
2020-09-30,Canva for Teams,MK,24
2020-09-30,Canva Pro,MK,144
2020-09-30,Canva Pro - NFP,MK,13
2020-09-30,Domain,MK,1
2020-09-30,Unknown,MK,3
2020-10-31,Enterprise,MK,3
2020-10-31,Free,MK,2131
2020-10-31,Free,MK,2611
2020-10-31,Unknown,MK,3
2020-10-31,Unknown,MK,1
2020-11-30,Canva Pro,MK,350
2020-11-30,Unknown,MK,0
2020-11-30,Unknown,MK,1
2020-12-31,Canva Pro,MK,347
2020-12-31,Canva Pro - NFP,MK,23
